MnO_XAS,PhotonEnergy
0.00011743609970140882,647.1499999999917
0.00011658099764366066,647.1999999999916
0.00011578403995258817,647.2499999999916
0.00011447723310988588,647.2999999999915
0.00011223627713939867,647.3499999999915
0.0001091851491516884,647.3999999999915
0.00010557857393378888,647.4499999999914
0.00010167127627273171,647.4999999999914
9.77179809555514e-05,647.5499999999913
9.39556236165239e-05,647.5999999999913
9.043136836710181e-05,647.6499999999912
8.707757452398624e-05,647.6999999999912
8.382500326531612e-05,647.7499999999911
8.060441576923171e-05,647.7999999999911
7.73473182008184e-05,647.849999999991
7.402106042283427e-05,647.899999999991
7.064398059954555e-05,647.949999999991
6.723830923136069e-05,647.9999999999909
6.38262768186878e-05,648.0499999999909
6.043011339670784e-05,648.0999999999908
5.706418088398925e-05,648.1499999999908
5.371496621468263e-05,648.1999999999907
5.0362786209014074e-05,648.2499999999907
4.6987957687210936e-05,648.2999999999906
4.357079746949989e-05,648.3499999999906
4.009627275646855e-05,648.3999999999905
3.659485058777106e-05,648.4499999999905
3.31227406856877e-05,648.4999999999905
2.9736445268902588e-05,648.5499999999904
2.649246655610051e-05,648.5999999999904
2.3444700334747955e-05,648.6499999999903
2.053972417804321e-05,648.6999999999903
1.7581135717657683e-05,648.7499999999902
1.4362609258627487e-05,648.7999999999902
1.067781910598775e-05,648.8499999999901
6.320590495971491e-06,648.8999999999901
1.7385804026026006e-06,648.94999999999
-4.6888955364181124e-07,648.99999999999
2.739464861149611e-06,649.04999999999
1.4404927880886256e-05,649.0999999999899
3.75687837394792e-05,649.1499999999899
7.511180370100782e-05,649.1999999999898
0.0001271195307463042,649.2499999999898
0.00019130487169282458,649.2999999999897
0.00026530545128625627,649.3499999999897
0.00034675889427228547,649.3999999999896
0.0004334246724790416,649.4499999999896
0.0005273999518384534,649.4999999999895
0.0006361961191213559,649.5499999999895
0.0007676650359047284,649.5999999999894
0.0009295429295962798,649.6499999999894
0.001121124951283572,649.6999999999894
0.0013276762694914704,649.7499999999893
0.0015333083201220744,649.7999999999893
0.0017293581911985041,649.8499999999892
0.0019168992627370822,649.8999999999892
0.002097692038153565,649.9499999999891
0.002270719508543291,649.9999999999891
0.002420708148088482,650.049999999989
0.00252782284792486,650.099999999989
0.002573492840771265,650.149999999989
0.0025605430432090364,650.1999999999889
0.0025096174217724763,650.2499999999889
0.002441903489294004,650.2999999999888
0.0023785887586060326,650.3499999999888
0.002339386636704769,650.3999999999887
0.0023288660522449594,650.4499999999887
0.0023426948933336997,650.4999999999886
0.0023764272909181385,650.5499999999886
0.00242561737594542,650.5999999999885
0.0024858192793626964,650.6499999999885
0.002552276207667249,650.6999999999884
0.002618648366558176,650.7499999999884
0.0026780934417236966,650.7999999999884
0.0027237689134588356,650.8499999999883
0.002748832262058621,650.8999999999883
0.0027469835683469235,650.9499999999882
0.0027202108159606764,650.9999999999882
0.0026769695826094893,651.0499999999881
0.002625886951628823,651.0999999999881
0.0025755900063541438,651.149999999988
0.0025343098826822795,651.199999999988
0.0025048972933729135,651.249999999988
0.0024863228556365824,651.2999999999879
0.0024774713933808593,651.3499999999879
0.002477227730513315,651.3999999999878
0.002484476690941521,651.4499999999878
0.002498443021600848,651.4999999999877
0.002519957078590653,651.5499999999877
0.002550322828309137,651.5999999999876
0.0025908443054042693,651.6499999999876
0.0026428255445240154,651.6999999999875
0.0027075644046456455,651.7499999999875
0.0027841466970271083,651.7999999999874
0.0028661817111690514,651.8499999999874
0.002946445879791307,651.8999999999874
0.003017715635613706,651.9499999999873
0.003072983505033899,651.9999999999873
0.003111718461181012,652.0499999999872
0.0031408330356145547,652.0999999999872
0.0031676504511596623,652.1499999999871
0.003199493930641466,652.1999999999871
0.0032436866968851043,652.249999999987
0.003306125694892808,652.299999999987
0.003379555561983697,652.349999999987
0.003449622610473258,652.3999999999869
0.003501904019427291,652.4499999999869
0.003521976967911584,652.4999999999868
0.0034979269610142085,652.5499999999868
0.0034377753570085717,652.5999999999867
0.0033590566662482745,652.6499999999867
0.0032793641448460413,652.6999999999866
0.0032127653932694715,652.7499999999866
0.00312985898188805,652.7999999999865
0.002971972899907268,652.8499999999865
0.002704177096139887,652.8999999999864
0.0023922312384956823,652.9499999999864
0.0021279787952375364,652.9999999999864
0.001974399443037241,653.0499999999863
0.0018977687500913076,653.0999999999863
0.0018441330862827268,653.1499999999862
0.001759538821494493,653.1999999999862
0.0015900607963480968,653.2499999999861
0.0013334506566758317,653.2999999999861
0.0011350039492210166,653.349999999986
0.0010443399637283157,653.399999999986
0.001030367644627747,653.449999999986
0.0010606752744564316,653.4999999999859
0.001102851135751492,653.5499999999859
0.0011247566002345255,653.5999999999858
0.001109432112883021,653.6499999999858
0.0010627771029279463,653.6999999999857
0.0009925812462228416,653.7499999999857
0.0009066342186212457,653.7999999999856
0.0008128224425514662,653.8499999999856
0.0007201927891275158,653.8999999999855
0.0006385581485154504,653.9499999999855
0.000577232869626766,653.9999999999854
0.0005385199143978466,654.0499999999854
0.0005196397095655354,654.0999999999854
0.0005176989024758162,654.1499999999853
0.0005298041404746728,654.1999999999853
0.0005530119109896026,654.2499999999852
0.000582263432876689,654.2999999999852
0.0006096524681025613,654.3499999999851
0.0006270721131353586,654.3999999999851
0.0006264154644432179,654.449999999985
0.0005996175581919973,654.499999999985
0.0005442939706413692,654.549999999985
0.000469434597437905,654.5999999999849
0.00038538518153007366,654.6499999999849
0.0003024914658663445,654.6999999999848
0.00023109919339518622,654.7499999999848
0.00017975169733803727,654.7999999999847
0.0001476459254356425,654.8499999999847
0.00013095857457886748,654.8999999999846
0.00012586483131949444,654.9499999999846
0.00012853988220930726,654.9999999999845
